86;"You appear to be missing a few files needed to run the game.\r\nPlease visit maplestory.nexon.net and download the latest version of the client."
87;"The client is outdated. \r\nPlease download the latest client \r\nfrom maplestory.nexon.net and try again."
88;"An errorr occured while communicating with the server.\r\nPlease try again later."
89;"There was an error with another program sharing the same resources.\r\nClose other programs before restarting the game. If the problem persists, then either restart the system or check the customer service section on our website."
90;"There was an error with another program sharing the same resources.\r\nThe problem may have occured due to a computer virus. Please use the vaccine to run through a virus check."
91;"Either the IP address is unavailable to connect or \r\nyou have used up your available game time for the day."
92;"메이플스토리 홈페이지에서 로그인 한 후\r\n게임 시작 버튼을 눌러 주세요."
93;"Illegal program or malicious code detected.\r\nThe game will force quit."
94;"Please download the full client of maplestory."
95;"MapleStory Error : Actionframe loadmappper failed."
96;"MapleStory Error : Loading employee failed."
97;"MapleStory Error : Loading mob failed."
98;"MapleStory Error : Loading morph failed."
99;"MapleStory Error : Loading NPC failed."
100;"MapleStory Error : Loading pet failed."
101;"MapleStory Error : Loading reactor failed."
102;"MapleStory Error : Loading tamingmob failed."
103;"MapleStory Error : Sprite commonslot failed."
104;"MapleStory Error : Sprite init failed(empty)."
105;"MapleStory Error : Sprite init failed(unknown)."
106;"MapleStory Error : MapleTV init failed."
107;"MapleStory Error : QuestMan init failed."
108;"MapleStory Error : iteminfo error."
109;"MapleStory Error : skillinfo error."
110;"MapleStory Error : Loading mobskill failed."
111;"MapleStory Error : Loading commodity failed."
112;"MapleStory Error : Loading package failed."
113;"MapleStory Error : Cashshop failed(type1)."
114;"MapleStory Error : Cashshop failed(type2)."
115;"MapleStory Error : DraggableItem error."
116;"MapleStory Error : Employee error."
117;"MapleStory Error : Mob error."
118;"MapleStory Error : NPC error."
119;"MapleStory Error : Pet error."
120;"MapleStory Error : Summoned error."
121;"MapleStory Error : ActionMan error(type1)."
122;"MapleStory Error : ActionMan error(type2)."
123;"/whisper"
124;"/party"
125;"/partycheck"
126;"/buddy"
127;"/guild"
128;"/alliance"
129;"/couple"
130;"/all"
131;"/find"
132;"/trade"
133;"/shop"
134;"/moveitem"
135;"/partyinfo"
136;"/makeparty"
137;"/leaveparty"
138;"/partyinvite"
139;"/partyexpel"
140;"/partysearch"
141;"/guildinfo"
142;"/leaveguild"
143;"/guildinvite"
144;"/guildexpel"
145;"/vomit"
146;"/oops"
147;"/invite"
148;"/pet"
149;"Please try again."
150;"Not available with an Admin account."
151;"Not available with an MWLB account."
152;"Not available"
153;"You have whispered to '%s'"
154;"Unable to find '%s'"
155;"'%s' is at '%s'."
156;"'%s' is at the Cash Shop."
157;"'%s' is currently at '%s'."
158;"'%s' is at the event map."
159;"'%s' have currently disabled whispers."
160;"Either the party doesn't exist or no member of your party is logged on."
161;"You are not married or your spouse is currently offline."
162;"You have no buddy available for chat."
163;"You are not in a guild yet or none of your guild member is online."
164;"You have successfully blocked access."
165;"The blocking failed."
166;"The unblocking has been successful"
167;"The command was typed wrong. Please double-check."
168;"The unblocking was unsuccessful."
169;"You have successfully removed the name from the ranks."
170;"You have entered an invalid character name."
171;"You have failed to remove yourself from the ranks."
172;"You have either entered a wrong NPC name or"
173;"Your request failed."
174;"Renaming Successful."
175;"Renaming Failed - Can't find the Hired Merchant."
176;"Hired Merchant located at : %s"
177;"Unable to find the hired merchant."
178;"/resetmap"
179;"/quiz"
180;"/answer"
181;"/check"
182;"/expel"
183;"/explain"
184;"/start"
185;"/reset"
186;"/divideteam"
187;"/omok"
188;"/memorygame"
189;"/prize"
190;"/senduser"
191;"/giveprize"
192;"/matchtable"
193;"/u"
194;"/send"
195;"/lithharbor"
196;"/ludibrium"
197;"/orbis"
198;"/southperry"
199;"/ola10"
200;"/ola11"
201;"/ola12"
202;"/ola20"
203;"/ola21"
204;"/ola22"
205;"/ola30"
206;"/ola31"
207;"/ola32"
208;"/ola40"
209;"/ola41"
210;"/ola42"
211;"/ola50"
212;"/ola51"
213;"/ola52"
214;"/fitness1"
215;"/fitness2"
216;"/fitness3"
217;"/fitness4"
218;"/ox"
219;"/coconut1"
220;"/coconut2"
221;"/coconut3"
222;"/cokeseason1"
223;"/cokeseason2"
224;"/cokeseason3"
225;"/level1"
226;"/level2"
227;"/level3"
228;"/level4"
229;"/level5"
230;"/level6"
231;"/level7"
232;"/level8"
233;"/package1"
234;"/package2"
235;"/Pointer00"
236;"/Pointer01"
237;"/Pointer02"
238;"/Pointer03"
239;"/Pointer04"
240;"/noticeHe"
241;"/noticeEl"
242;"/noticePe"
243;"/noticeKC"
244;"/noticeLH"
245;"/noticeOr"
246;"/noticeLu"
247;"/noticeFo"
248;"/crisp"
249;"/pqanswer"
250;"/mobcontrol"
251;"/hackcheckcountreload"
252;"/open"
253;"/alertm"
254;"/noticem"
255;"/maple"
256;"/story"
257;"/findhm"
258;"	/end"
259;"/startnotice"
260;"/endnotice"
261;"/gachaponboxreload"
262;"/gachaponreload"
263;"/weathereventreload"
264;"/rewardreload"
265;"/cakepiereload"
266;"/gmboardreload"
267;"/serveroptreload"
268;"ATTENTION! This is Athena Pierce! A horde of monsters is headed for Henesys! All brave warriors are ordered to Henesys immediately! Let the battle begin!"
269;"ATTENTION! This is Grendel the Really Old! A horde of monsters is headed for Ellinia! All brave warriors are ordered to Ellinia immediately! We shall prevail!"
270;"ATTENTION! This is Dances with Balrog! A horde of monsters is headed for Perion! All brave warriors are ordered to Perion immediately! May your sword be as strong as your will!"
271;"ATTENTION! This is the Dark Lord! A horde of monsters is headed for Kerning City! All brave warriors are ordered to Kerning City immediately! Let us teach our enemies the folly of their actions!"
272;"ATTENTION! This is Vikin! A horde of monsters is headed for Lith Harbor! All brave warriors are ordered to Lith Harbor immediately! It's battle time!"
273;"ATTENTION! This is Ericson! A horde of monsters is headed for Orbis! All brave warriors are ordered to Orbis immediately! Fight hard, fight well!"
274;"ATTENTION! This is Marcel! A horde of monsters is headed for Ludibrium! All brave warriors are ordered to Ludibrium immediately! Show these punks we don't toy around!"
275;"ATTENTION! This is a distress call! A horde of monsters is headed for Folk Town! All brave warriors are ordered to Folk Town immediately! May the spirit of the Maple Tree guide your weapon!"
276;"The monsters have begun a ruthless assault! Stand your ground, hold the line and protect the town!"
277;"Excellent work! The town has withstood the invasion of the monsters unscathed, thanks to your superior battle skills. If you're the person that collected ""The Force of Darkness,"" please head to the Maple Administrator located near you. We thank you again!"
278;"You can't do it right now.\r\nCatch your breath and then try again."
279;"Cannot be completed while you are hanging."
280;"You are currently at a place where\r\nthe world map is not available."
281;"The World Map is unavailable in \r\nthe Beginner's Version.\r\nPlease download the full client at\r\nmaplestory.nexon.net for access to this feature."
282;"The World Map is unavailable to Guest ID players.\r\nPlease download the full client at\r\nmaplestory.nexon.net \r\nfor access to this feature."
283;"This NPC is located at a spot not\r\navailable through the World Map."
284;"Enter your comments through the megaphone."
285;"Cursing is not allowed."
286;"Use the megaphone to text up to 60 characters."
287;"The effect is taking place right now.\r\nPlease try it later."
288;"You can't use it at Maple Island."
289;"You can't use it here in this map."
290;"You can't do it here in this map."
291;"You can't move to another island."
292;"Opening this item may hinder \r\nyour process of gaining EXP. \r\n\r\nWill you summon the monster?"
293;"You can't chat right now."
294;"You have gained experience (+%d)"
295;"Internet Cafe EXP Bonus (+%d)"
296;"Bonus Event EXP (+%d)"
297;"Bonus Wedding EXP (+%d)"
298;"Equip Item Bonus EXP (+%d)"
299;"Earned 'Spirit Week Event' bonus EXP. (+%d)"
300;"The next %d completed quests will include additional Event Bonus EXP."
301;"You have gained fame. (+%d)"
302;"You have lost fame (%d)"
303;"You have gained mesos (+%d)"
304;"Internet Cafe Meso Bonus (+%d)"
305;"You have lost mesos. (%d)"
306;"You have lost items (%s %d)"
307;"You have lost an item (%s)"
308;"You can't get anymore items."
309;"[%s] has passed its expiration date and will be removed from your inventory."
310;"Other requests are in process.\r\nPlease try again in a little bit."
311;"You have raised '%s''s level of fame."
312;"You have dropped '%s''s level of fame."
313;"The user name is incorrectly entered."
314;"Users under level 15 are unable to toggle with fame."
315;"You can't raise or drop a level of fame anymore for today."
316;"You can't raise or drop a level of fame of that character anymore for this month."
317;"'%s' have raised '%s''s level of fame."
318;"'%s' have dropped '%s''s level of fame."
319;"The level of fame has neither been raised or dropped due to an unexpected error."
320;"Please try it again later."
321;"%s is currently blocking any party invitations."
322;"%s have denied request to the party."
323;"You have created a new party."
324;"You have been expelled from the party."
325;"You have left the party."
326;"'%s' have been expelled from the party."
327;"'%s' have left the party."
328;"You have quit as the leader of the party. The party has been disbanded."
329;"You have left the party since the party leader quit."
330;"You have joined the party."
331;"'%s' has joined the party."
332;"Already have joined a party."
333;"A beginner can't create a party."
334;"You have yet to join a party."
335;"The party you're trying to join is already in full capacity."
336;"You are not the master of the party."
337;"	You may not invite yourself to the party."
338;"'%s'is not a member of your party."
339;"As a GM, you're forbidden from creating a party."
340;"As a GM, you're forbidden from joining a party."
341;"It is impossible to invite someone to the party."
342;"Your request for a party didn't work due to an unexpected error."
343;"Unable to find the requested character in this channel."
344;"Party member:"
345;"You're the leader of the party."
346;"Since the time has exceeded, denial message has been sent to the party leader."
347;"%s is currently not accepting guild invite message."
348;"%s has denied your guild invitation."
349;"%s You have joined a guild."
350;"New guild has been made."
351;"You have quit the guild."
352;"'%s' has been expelled from the guild."
353;"Deleted Chracters have been expelled."
354;"'%s' quitted the guild."
355;"Expel '%s' from the guild?"
356;"Would you like to quit the guild?"
357;"'%s'quitted the guild."
358;"The guild has been disbanded."
359;"You have entered the guild."
360;"'%s' has joined the guild."
361;"Already joined the guild."
362;"You cannot make a guild, due to the limitation of minimum level requirement."
363;"You are not in the guild."
364;"You cannot quit the guild, since you are the master of the guild."
365;"The guild, you are trying to join, has already reached the max number of users."
366;"Beginners cannot be the master."
367;"You are not the master of the guild."
368;"You cannot invite yourself to the guild."
369;"'%s' is not the member of the guild."
370;"Only Guild Master can expel Jr.Masters."
371;"You may not ban the Guild Master."
372;"Admin cannot make a guild."
373;"You cannot invite more people to the guild."
374;"The guild request has not been accepted, due to unknown reason."
375;"The character cannot be found in the current channel."
376;"Guild Member:"
377;"You are the guild master."
378;"The maximum number of the guild members has been increased to %d."
379;"Unable to find the character."
380;"The buddy is already registered."
381;"You can't enter yourself as your buddy."
382;"The user is not registered."
383;"You have not requested buddies with that user."
384;"You've already made the Friend Request. Please try again later."
385;"The portal is closed for now."
386;"You can't move to a different island."
387;"Incorrect channel number."
388;"You're at the premium service internet cafe.\r\nWhile you're logged on, you'll receive various premium services."
389;"\r\nWindows 98 users may have trouble playing this game.\r\nWe recommend users to use Windows XP or 2000."
390;"Oh...you're the one that'll take care of my baby! Can you hear me? I am a wizard who is at the very bottom of the World Tree, extracting the Water of Life from there. I'm speaking to your mind right now.\r\n\r\nThat kid...is a magical animal that I've poured life into by pouring the Water of Life at the doll that I've made myself. For the longest time, I've been studying and researching on life itself, and learned to actually create a spell that creates life. But it's only possible with the Water of Life...and since it comes out so little, I can only give that kid a life for so long..."
391;"When the time passes and the Water of Life that's been sprinkled onto it dries up, it'll turn back into a doll. Yes, it's very unfortunate, but not to worry. If you pour the Water of Life again on it, it'll come back to life.\r\n\r\n.And for that, I collect the Water of Life everyday here deep in the underground. I sent my apprentice up overground, so there comes a time where you'll need the Water of Life, please go visit him. Don't forget that the Water of Life will last once poured onto the doll...Please take care of it..."
392;"The time has run out, so it can't move."
393;"You cannot revive this pet.\r\nYou can purchase a new pet\r\nin the Cash Shop. Would you like\r\nto move to the Cash Shop?"
394;"The closeness increased (+%d)"
395;"The closeness decreased (%d)"
396;"The pet went back home because it's hungry."
397;"The pet's magical time has run out, and so it has turned back into a doll."
398;"You cannot use a pet in this location."
399;"You have exceeded the maximum number\r\n of pets that can accompany you.\r\nPlease try again after \r\nyou change the living pet back into a doll."
400;"Would you like to change your Boss Pet?\r\n (The ""Item Ignore"" skill, as well as \r\nthe stats for speed and jump will \r\nfollow that of the Lead Pet)"
401;"Please select the pet you would like to put the pet equipment on."
402;"The scroll lights up, and then its mysterious power has been transferred to the item."
403;"The scroll lights up, but the item winds up as if nothing happened"
404;"The item is destroyed due to the overwhelming power of the scroll."
405;"Will you play <%s> on the jukebox?"
406;"The character you logged on with\r\nhas not requested a name change."
407;"The schedule for the trip is as follows."
408;"You can start entering the gate at 5 min. til take off."
409;"The room is already closed."
410;"You can't enter the room due to full capacity."
411;"Other requests are being fulfilled this minute."
412;"You can't do it while you're dead."
413;"You can't do it in the middle of the event."
414;"This character is unable to do it."
415;"You are not allowed to trade other items at this point."
416;"You can't establish a miniroom right here."
417;"You can only make trade\r\nif you two are in the same map."
418;"'%s' is doing something else right now."
419;"'%s' have denied invitation."
420;"'%s' is currently not accepting any invitation."
421;"Trade cancelled.\r\nby the other character."
422;"Trade successful.\r\nPlease check the results."
423;"Trade successful.\r\nReceived %d mesos after fees.\r\nPlease check the results."
424;"Trade unsuccessful."
425;"You cannot make the trade because\r\nthere are some items which\r\nyou cannot carry more than one."
426;"You cannot make the trade because\r\nthe other person's on a different map."
427;"How much money will you put up?"
428;"Are you sure you want to trade?"
429;"Please enter the name of the store.\r\n\r\nIf you move before you open the store,\r\n the store may not be opened."
430;"%d for %s mesos."
431;"%s mesos."
432;"The shop is closed."
433;"The items are out of stock."
434;"The number of items should be based\r\non the number of items in a bundle."
435;"The total price is %d mesos.\r\nWill you make the purchase?"
436;"You can't sell it anymore."
437;"Sell by the bundle."
438;"Price per bundle"
439;"Price per unit."
440;"Number of items to sell."
441;"Number of items per bundle."
442;"The item has been sold already."
443;"You may not enter this store."
444;"Would you like to ban %s?"
445;"The user has been banned."
446;"You have been banned from the room for exceeding the time limit. You are now blocked from re-entering this store."
447;"Please enter the name of the game you'll make."
448;"You don't have enough mesos to enter."
449;"You can't start the game here."
450;"The personal store can only be built\r\nat the free market available at main towns."
451;"You may only use it at Room 7~22, located at the 2nd floor and above of the Free Market Entrance."
452;"[%s] have entered."
453;"[%s] have left."
454;"[%s] have called to leave after this game."
455;"[%s] have cancelled the request to leave after this game."
456;"[%s] have been expelled."
457;"You have been expelled."
458;"[%s] have forfeited."
459;"[%s] have requested a handicap."
460;"You have left the room."
461;"[%s]'s turn."
462;"[%s] has matched cards. Please continue."
463;"[%s] can't start the game due to lack of mesos."
464;"The game has started."
465;"The game has ended.\r\nThe room will automatically close in 10 sec."
466;"10 sec. left."
467;"The room is closed."
468;"You win."
469;"It's a tie."
470;"You lost."
471;"Are you sure you want to give up?"
472;"Will you expel the user?"
473;"Your opponent requests a tie.\r\nWill you accept it?"
474;"Will you request a tie?"
475;"Your opponent denied your request for a tie."
476;"You can only request a handicap once per game."
477;"Your oppentent has requested to \r\nwithdraw his/her last move.\r\nDo you accept?"
478;"Request to withdraw your last move?"
479;"Your opponent denied your request."
480;"Will you call to leave after this game?"
481;"Will you cancel the request\r\nto leave after this game?"
482;"Time left : %d sec."
483;"It's [ %s ]'s turn."
484;"Are you sure you want to leave?"
485;"Please enter the password."
486;"Do you want to play in private?"
487;"You are unable to enter the tournament room."
488;"	You have double-3's."
489;"You can't put it there."
490;"You can't fly it there."
491;"The receiver's character name is incorrect."
492;"The move is successful. Please check the result."
493;"I'm busy right now."
494;"You can't transfer characters in the same account."
495;"The user is logging in."
496;"The user doesn't have enough space on the inventory."
497;"There's no money or item to transfer."
498;"The character is not registered."
499;"The request is denied for an unknown reason."
500;"Once you delete this cash item, the item will\r\ndisappear, and %d%% of the purchased price, %d,\r\n will be accumulated towards your MaplePoints.\r\nAccumulated MaplePoints will be\r\nused to purchase other cash items.\r\n.Are you sure you want to delete this item?\r\n"
501;"The selected items will be deleted, and \r\nMaplePoints will not be accumulated.\r\nAre you sure you want to delete this item?\r\n"
502;"%s adding inventory slots. (%d NX)\r\nConfirm inventory slot purchase?"
503;"Adding slots to the storage (%d NX)\r\nAre you sure you want to add slots\r\nto your storage?"
504;"Add a character slot (%d NX)\r\nAre you sure you want to add another\r\ncharacter slot?"
505;"Character Purchase (%d NX)\r\nCancellation or refunds will not be available.\r\nDo you still wish to purchase the character?"
506;"You may test this item for free.\r\nThe free item will only last for 1 day and\r\nyou will only be able to try each once.\r\nPress OK to try this item for free or\r\npress CANCEL to purchase the item\r\nfor 90 days."
507;"The requested number of slots\r\ncan't be added."
508;"The storage slots can't be extended."
509;"You may not add any more character slots."
510;"You cannot purchase any more characters."
511;"Your job limit does not allow\r\nyou to use this item. \r\nAre you sure you want to buy the item?"
512;"Your level limit does not allow\r\nyou to use this item.\r\nAre you sure you want to buy the item?"
513;"Your fame limit does not allow\r\nyou to use this item.\r\nAre you sure you want to buy the item?"
514;"Some items have limits that are unavailable\r\nfor you to use the item."
515;"You already have the item(s) selected. Are\r\nyou sure you want to buy the item(s) again?"
516;"You may not use this item with\r\nthe weapon you are equipped with.\r\nWill you continue to make the purchase?"
517;"Only the Rudolph pet can equip this item."
518;"\r\nThe current pet you have\r\ncannot wear this item.\r\nAre you sure you want to purchase this item?"
519;"Only pets are allowed to wear this item.\r\nAre you sure you want to purchase this item?"
520;"This item cannot be used without a pet, and\r\nthis item cannot be used on a deceased pet.\r\nAre you sure you want to make the purchase?"
521;"\r\nThis item cannot be used by the\r\npet you're currently raising.\r\nAre you sure you want to make the purchase?"
522;"That item cannot be used \r\nwithout the Monster Riding skill.\r\nMembers of the Resistance cannot\r\nuse that item either.\r\nWould you still like to buy it?"
523;"Are you sure you want to buy this item?"
524;"Total %d NX."
525;"Make purchase?"
526;"The purchase has failed."
527;"You have purchased the following items.\r\n(Some items weren't purchased)"
528;"Please enter the name of the character as the receiver for this gift.\r\nOnly the character within the same world are available for gifts."
529;"%s (%d NX)\r\nWill you buy this item as a gift for\r\n'%s'?"
530;"Check your SSN and \r\nplease try again."
531;"Check your PIC password and\r\nplease try again."
532;"Check your Passport ID and\r\nplease try again."
533;"You cannot use this name. \r\nPlease try again."
534;"This name is currently being used. \r\nPlease use another name."
535;"This name can be used. \r\nIf you wish to use this name,\r\nplease press OK."
536;"This name is same as your current name. \r\nPlease use another name."
537;"Press the CHECK button \r\nto check if you can use\r\nthe name of the character."
538;"The name change is already submitted \r\ndue to the item purchase"
539;"This applies to the limitations on the request.\r\nPlease check if you were recently banned \r\nwithin 3 months."
540;"This applies to the limitations on the request.\r\nPlease check if you requested \r\nfor the name change within a month."
541;"There will not be any refund \r\nfor canceling this request."
542;"Are you sure you want to cancel \r\nthe name change request?"
543;"Your name change request \r\nhas been successfully submitted."
544;"You already have this item on your wish list."
545;"Your wish list is full."
546;"You have successfully made the purchase."
547;"You have given '%s'\r\n %d [ %s ]."
548;"You have added slots to your item inventory."
549;"You have added a new character slot."
550;"You have purchased the character."
551;"The cash item has been deleted."
552;"Request timed out.\r\nPlease try again."
553;"You don't have enough cash."
554;"You can't buy someone a cash item gift if you're under 14."
555;"You have exceeded the allotted limit of price\r\nfor gifts."
556;"Please check and see if you have exceeded\r\nthe number of cash items you can have."
557;"Please check and see\r\nif the name of the character is wrong,\r\nor if the item has gender restrictions."
558;"You have reached the daily maximum \r\npurchase limit for the Cash Shop."
559;"Due to gender restrictions, the coupon \r\nis unavailable for use."
560;"This coupon was already used."
561;"This coupon has expired."
562;"This coupon can only be used at\r\nNexon-affiliated Internet Cafe's.\r\nPlease use the Nexon-affiliated Internet Cafe's."
563;"This coupon is a Nexon-affiliated Internet Cafe-only coupon,\r\nand it had already been used."
564;"This coupon is a Nexon-affiliated Internet Cafe-only coupon,\r\nand it had already been expired."
565;"Please check and see if \r\nthe coupon number is right."
566;"You are disconnected \r\nfrom Cash Shop \r\nbecause you put wrong \r\nCoupon numbers three times."
567;"The coupon is expired."
568;"The coupon has already been used."
569;"This coupon is only for regular items, and \r\nit's unavailable to give away as a gift."
570;"This coupon is only for MapleStory, and\r\nit cannot be gifted to others."
571;"This item is only available for purchase by a user at the premium service internet cafe."
572;"You are sending a gift to an invalid recipient.\r\nPlease check the character name and gender."
573;"You have exceeded the spending limit of NX."
574;"The Cash Shop is unavailable\r\nduring the beta-test phase.\r\nWe apologize for your inconvenience."
575;"Due to an unknown error,\r\nthe request for Cash Shop has failed."
576;"Buy with MaplePoints."
577;"There are repeating character names."
578;"Do you want to give gifts to %d persons?"
579;"All the gifts have been sent.\r\n%d NX \r\nwas spent in the process."
580;"The gifts could not be sent."
581;"[ %s ]\r\nhas been sent to the character above.\r\n(It could not be sent to several persons.)\r\n%d NX were spent in the process."
582;"I'll buy this as a gift."
583;"Deleting the item can only work on cash equipment items that don't have a limited amount of time to use."
584;"This item can't be deleted."
585;"Cash item has been deleted.\r\n(%d accumulated as MaplePoints)"
586;"This is your wish list."
587;"Welcome to MapleShop!!!"
588;"The item is being prepared. We're sorry for the inconvenience."
589;"(%d)"
590;"The item has been added to the wish list."
591;"[PET]%s"
592;"Adding slots at the storage"
593;"Add %d slots for the storage (Current: %d slots)\r\nMaximum of 48 slots available.%d NX"
594;"Add %d slots for the storage (Current: %d)\r\nMaximum of 48 slots available."
595;"Add %s slots"
596;"Add %d slots for %s inventory. (Current: %d slots)\r\nMaximum of %d slots available.%d NX."
597;"Add %d slots for the %s inventory. (Current: %d slots)\r\nMaximum of %d slots available."
598;"Add a character slot (Current : %d slots)\r\nYou may have up to %d slots."
599;"Please enter the correct 30-digit coupon number."
600;"Please check the name of the receiver."
601;"Name of the receiving character."
602;"You have received"
603;"\r\n%d %s"
604;"%d MaplePoints"
605;"%d mesos"
606;"To %s"
607;"Recharge NX."
608;"The item is not on sale now."
609;"Are you sure you want to leave the Cash Shop?"
610;"You don't have enough NX Prepaid."
611;"An unknown error has occurred\r\nwhile checking the purchase information on the web shop.\r\nThis information is available at he game shop."
612;"Failed to check the purchase information on the web shop\r\ndue to an error while checking the cash item owned.\r\nThis information is available at the game shop."
613;"You may not bring any more purchased items from the web shop.\r\nPlease check and see if you have reached the limit on the cash items owned.\r\nGame shop is available."
614;"Error found in the purchase order on the web shop.\r\nPlease use the game shop."
615;"Strengthening Gem"
616;"Monster Crystal"
617;"Disassemble Equipment"
618;" ONE-HANDED SWORD"
619;" ONE-HANDED AXE"
620;" ONE-HANDED MACE"
621;" DAGGER"
622;" WAND"
623;" STAFF"
624;" TWO-HANDED SWORD"
625;" TWO-HANDED AXE"
626;" TWO-HANDED MACE"
627;" SPEAR"
628;" POLE ARM"
629;" BOW"
630;" CROSSBOW"
631;" CLAW"
632;"KNUCKLE"
633;"GUN"
634;"HAT"
635;"FACE ACCESSORY"
636;"EYE ACCESSORY"
637;"EARRING"
638;"OVERALL"
639;"TOP"
640;"BOTTOM"
641;"SHOES"
642;"GLOVE"
643;"CAPE"
644;"SHIELD"
645;"RING"
646;"PENDANT"
647;"MEDAL"
648;"BELT"
649;"Overall Armor"
650;"Weapon"
651;"One-handed Weapon"
652;"Two-handed Weapon"
653;"Potion"
654;"Return Scroll"
655;"Weapon & Armor Scroll"
656;"Arrow, Throwing Stars, and Bullets"
657;"Dropping"
658;"Ore"
659;"Game"
660;"Stimulator & How to Make"
661;" FASTEST"
662;" FASTER"
663;" FAST"
664;" NORMAL"
665;" SLOW"
666;" SLOWER"
667;" SLOWEST"
668;"IT'S A GIFT FROM '%s'"
669;"AVAILABLE FOR %d DAYS."
670;"AVAILABLE FOR 4 HOURS."
671;"AVAILABLE FOR %d HOURS."
672;"USABLE UNTIL %d-%d-%04d AT %02d : %02d"
673;"ATTACK SPEED :"
674;"WEAPON ATTACK :"
675;"MAGIC ATTACK :"
676;"WEAPON DEF. :"
677;"MAGIC DEF. :"
678;"ACCURACY :"
679;"AVOIDABILITY :"
680;"HANDS :"
681;"SPEED :"
682;"JUMP :"
683;"Swimming speed : +%d"
684;"THE RATE OF KNOCK-BACK :"
685;"NUMBER OF UPGRADES AVAILABLE :"
686;"ADD PREVENT SLIPPING"
687;"ADD PREVENT COLDNESS"
688;"A GIFT FROM '%s'"
689;"A COUPLE-RING WITH : %s"
690;"This is your Friendship Ring with '%s'."
691;"[Current Level %d]"
692;"[Next Level %d]"
693;"DAYS OF MAGIC : %d"
694;"DAYS OF MAGIC : %dhrs. %dmin."
695;"THE WATER OF LIFE HAS DRIED UP."
696;"WATER OF LIFE DRIES UP ON %d-%d-%04d AT %02d : 00"
697;"	%s / %s /%s / premium"
698;"Online Friends / Total Registered Friends"
699;"Offline Friends / Total Registered Friends"
700;"[Current Registered Friends/Max Registered Friends]"
701;"Online Guild Members / Total Registered Guild Members"
702;"Offline Guild Members / Total Registered Guild Members"
703;"Sort thru Name"
704;"Sort thru Job"
705;"Sort thru Level"
706;"Sort thru Grade"
707;"Currently Registered Users / Maximum Capacity"
708;"The user is currently at another location."
709;"One-of-a-kind Item"
710;"Quest Item"
711;"Party Quest Item"
712;"Untradeable"
713;"(Untradeable after transaction)"
714;"Slot Merger"
715;"Item Sort"
716;"Trade disabled when equipped"
